id,title,company,predicted_skills,final_skills,notes,text
3901689943,Machinist,Framatome,communication; energy; nuclear energy; perform cleaning duties; plan,communication; energy; nuclear energy; perform cleaning duties; plan,,"What You’ve AccomplishedYou have completed a High School Diploma or its equivalent. You may have also obtained a two year machine technology certificate. You have at least 2 years of experience in the field or related area and are ready to join Framatome and help deliver clean, safe energy and advance nuclear technology. Who You AreYour actions, behaviors, and decisions are made in a manner consistent with our Core Values: https://www.framatome.com/en/jobseekers/our-values/You may have also acquired the following skills:Experience on CNC and Manual Machine Shop MachineryFeatureCam programming experienceFamiliar with standard concepts, practices, and procedures within a particular fieldDemonstrated ability to read & understand basic drawings, oral & written instructions, and set-up instructions.CNC program manuscripts as required.Demonstrated ability to properly plan, perform calculations, layout, and select efficient cutting parameters for conventional machining of components/tooling.Demonstrated ability to use/interpret advanced shop inspection tools and manually record/computer input associated data.Be familiar with the company’s safety and health policy and program.Action Oriented, Results Oriented, Attitude, Dependability, Initiative, Interpersonal Skills, Communication Skills, Job Knowledge, Productivity (Quantity of Work), Quality of Work, Teamwork, SafetyPhysical RequirementsRemain in a stationary position, walk, kneel and crouch. Operate computer on a continual basis and communicate with various levels of the organization.Occasionally lift and/or move up to 10 pounds Your OpportunityThis full-time role is about making an impact on people’s lives and the future of clean energy. You will leverage your skills and experience to be part of an innovative team and make a difference for our customers. As a Machinist in Lynchburg, VA, you will be part of the proven team in the Installed Base Business Unit. Your work will include:Performs all duties of this & lower machinist classification under general supervision and guidance. May operate CNCs per established methods/programs to consistently produce quality parts at productive rates.Produces moderately complex to highly complex conventional machined components/tooling to precision tolerances.Complies with all plant work rules, regulations and specific instructions, maintains required records, logs & documentation.May perform turning of I.D. and O.D. tapered threads. May develop cost estimates for machined and fabricated parts.May program CNC equipment and use of SMARTCAM or similar software.Properly handles hazardous materialsInterprets drawings/specifications to understand component dimensional requirements & production sequence.To play an active role in creating a safe and healthy workplace and comply with all applicable safety and health rules This position requires occasional travel. Together we will enable clean, safe, and economical low-carbon energy to meet the global ambition for a better tomorrow. Who We AreFramatome is an international leader in nuclear energy recognized for its innovative solutions and value-added technologies for the global nuclear fleet. More than 2,000 dedicated U.S. Framatome employees work every day to supply ever cleaner, safer, and more economical low-carbon energy for our communities and world. As well as supporting new nuclear builds, advancing new technology and advancing nuclear energy in the U.S. and abroad. Like you, we want a brighter future. See how the Installed Base Business Unit contributes to this future: https://www.framatome.com/en/expertise/services-and-maintenance/ Discover Lynchburg, Virginia: https://www.opportunitylynchburg.com/ Your Total Rewards PackageThe range of base salary for the position is between $27.00 - $34.62 per hour, and may also include annual incentives, performance bonuses and benefits. Please note that the base salary range is a guideline, and individual total compensation will vary based on factors such as qualifications, skill level, competencies and work location. Framatome offers a broad employee benefits portfolio as a key component of your total rewards. This includes:Multiple medical plans; dental and vision plans; Life and Accidental Death and Dismemberment; long- and short-term disability; optional plans including dependent life, accident, critical illness and hospital indemnity insurance; retirement savings plans (401k) with employer match; paid time off including up to 3 weeks of vacation, 8 days of sick leave, and 13 paid holidays; education reimbursement; adoption assistance; employee assistance programs; opportunities for professional development. Positions within Framatome may require access to proprietary information that is subject to U.S. export control regulations. As such, the Company must ensure that any hires for these job openings fully comply with all US regulations. Foreign national applicants that are citizens or residents of countries not included on the Department of Energy’s Generally Authorized Destinations list may not be eligible for immediate need positions. See list here: https://www.ecfr.gov/current/title-10/chapter-III/part-810/appendix-Appendix%20A%20to%20Part%20810 Framatome is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status."
3903844325,Physical Therapist - SNF,National Staffing Solutions,give massages; manage time; morality; physiotherapy; resuscitation,give massages; manage time; morality; physiotherapy; resuscitation,,"At National Staffing Solutions, we have the privilege and honor of working with dedicated healthcare professionals that make a positive impact in aiding those needing healthcare services across the U.S. every day. It is our passion, drive and integrity that enables us to continue our focus in assisting remarkable healthcare professionals like yourself in solidifying the best career opportunities available to you. We’re currently seeking a Physical Therapist - SNF to join our amazing team. Details Of The Physical Therapist Opening Anticipated start date: 04/22/2024Salary: $1855.51 - $2142.89 weeklyAnticipated duration of assignment: 12 weeksAnticipated schedule: 5x8 DaysEnjoy peace of mind knowing you can elect Day One Medical Benefits Daily Range Of Responsibilities Of The Physical Therapist Evaluating patients’ condition(s), developing individual treatment plans, and assisting your patients in getting better day by day.Instructing patients how to properly use exercise techniques, providing stimulation or massage and maintaining the patients’ records. Qualifications For The Physical Therapist Masters of Physical Therapy from an accredited school.Physical Therapist license / Licensure in the state of practice.Current CPR certification. Submit your resume to us today for consideration of the Physical Therapist opening and one of our dedicated recruiters will be in touch within 24 business hours. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
3901629904,Preventive Maintenance Lube Technician,Moss & Associates (Construction),drive vehicles; electrical machines; energy; manufacturing plant equipment; mechanical systems; solar energy; think creatively,drive vehicles; electrical machines; energy; manufacturing plant equipment; mechanical systems; solar energy; think creatively,,"Company Overview Moss is a national privately held construction firm providing innovative solutions resulting in award-winning projects. With regional offices across the United States, Moss focuses on construction management, solar EPC, and design-build. The company’s diverse portfolio encompasses a wide range of sectors, including luxury high-rise residential, landmark mixed-use developments, hospitality, K-12 and higher education, justice, solar energy and battery storage, and sports. Moss is ranked by Engineering News-Record as the nation’s top solar contractor and one of the top 50 general contractors. Moss prides itself on a strong entrepreneurial culture that honors safety, quality, client engagement, and employee development. Its employees consistently rank Moss as one of the best places to work. POSITION SCOPE AND ORGANIZATIONAL IMPACT Moss' Preventive Maintenance Lube Technician is responsible for providing quality preventive maintenance services, including inspection of motors in operation, road testing motor vehicles, and testing hydraulic systems and components. The desired candidate will also be able to inspect all equipment for defects or potential defects during his/her PM Service. The candidate will also be willing and able to complete minor PM follow up repairs after completing the PM Service/inspection. This position is a road warrior position and requires extensive travel requirements. Essential Job Duties And Responsibilities Changing oil and filters Lube chassis Complete PM inspection sheet Inspecting and replacing bulbs, belts, and hoses Assessing, adjusting, drive tracks Battery service, brake work, proper tire inflation Communicate with Equipment Manager when additional repairs are needed or when repairs cannot be completed in the scheduled time period Inspect and test-drive vehicles to ensure that all features function properly Perform other duties as assigned Education And Work Experience Driver’s license required CDL class B license required Minimum 3-5 years’ experience as a construction or diesel technician/mechanic Must have basic hand tools JOB TITLE: PREVENTIVE MAINTENANCE LUBE TECHNICIAN JOB LOCATION: FORT LAUDERDALE, FL – MULTI-STATE REQUIRES HIGH TRAVEL CLASSIFICATION: FULL TIME – EXEMPT – SALARIED REPORTS TO: EQUIPMENT MANAGER Moss is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."
3885106084,Maintenance Technician II,CRMG,carpentry; genetics; handle chemicals; history; manage time; perform cleaning duties; place drywall; show commitment,carpentry; genetics; handle chemicals; history; manage time; perform cleaning duties; place drywall; show commitment,,"Description: Commercial and Residential Management Group is looking for a Maintenance Technician II who can perform the daily upkeep and cleanliness of the buildings, landscaping, amenities, parking lot, and trash areas for the 132-unit apartment community of Witham Village. The Maintenance Technician II will be required to perform essential maintenance duties including repairs, electrical, plumbing, carpentry, painting, plumbing, and janitorial tasks under the guidance of experienced maintenance technicians. The Maintenance Technician II must have an amazing attention to detail, time management skills, and be comfortable managing work orders using technology. If you have maintenance experience, enjoy working individually or on a team, and possess the desire to continuously learn, we would love to talk to you. We would love to see what you might contribute to the Maintenance Technician role! Location: Witham Village Apartments (Corvallis, OR) Hourly Rate: $23-$25/hr. Schedule: FT, Monday - Friday, 8 am - 5 pm Weekly Contracted Hours: 40 hrs. Additional Compensation: A monthly $50.00 cell phone stipend. What we'll do for you as the Maintenance Technician II (Employee Benefits): The Maintenance Technician II is eligible for benefits first of the month following 30 days of employment.Make sure you're covered – Medical, Dental, Vision Insurance, Employer-paid Life Insurance, Employee Paid Voluntary Insurance options, and a Flexible Spending Medical/Dependent Care Savings Account.Give you the tools to stay on track for the future – The opportunity to enroll in the 401(k) program with an employer match (Eligible first of the month after 90 days of employment).Assistance with work/life balance – Employee Assistance Program (Available to use on your first day!)Give you a break – Paid Sick time, Vacation, Nine (9) paid Holidays, and your birthday off!Reward you – The opportunity to live onsite with a 20% discount on rent. Water, sewer, gas, and internet are paid for by the property. *A Skills Assessment test will be conducted prior to extending an offer. A pre-employment background check is required on all final candidates*Requirements: What you will bring as the Maintenance Technician IIOne (1) year in the Maintenance Technician I position or Two (2) years of previous maintenance technician experience, preferably in property management for commercial or multi-family properties.Janitorial experience is preferred.Motivation, time management, and the ability to follow instructions working alone or as part of a team.Intermediate knowledge of landscaping, electrical, plumbing, carpentry, appliance repair, painting, drywall installation and repairs, and installation and repair of flooring (required).Experience operating a pressure washer.Ability to lift up to 75 pounds.Knowledge and experience using a vacuum cleaner and other janitorial equipment, both manual and power, and handling chemicals with close attention to safety rules.Available for after-hours emergencies.Reliable transportation capable of transporting necessary tools, including power washing equipment.Possess current and valid driver's license, proof of insurance and clean driving record in order to run work-related errands when needed.Ability to read, write and understand written and verbal communications and directions.Understand and administer landlord/tenant laws, State and Federal Labor Laws, Fair Housing Laws, and refrain from all illegal discrimination practices. About Us Income Property Management recently acquired C&R Management Group, reshaping the long-standing history of both companies to Commercial and Residential Management Group (CRMG). This strategic alliance allows us substantially greater purchasing power with our vendors and suppliers. It also enables us to attract skilled, talented employees seeking a career with a successful and stable organization. We offer those associates a variety of opportunities for growth. Through training and experience, these employees grow with us over time, as many already have, to be excellent property management professionals – the lifeblood of any successful, professional property management organization. EEO Statement Commercial and Residential Management Group provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training. This employer participates in E-Verify. For more information: E-Verify Participation / Right to Work PM21 PI239177617"
3905673959,(USA) Cake Decorator,Sam's Club,business processes; cold chain; communication; company policies; cooperate with colleagues; customer service; ethics; food safety standards; metrology; morality,business processes; cold chain; communication; company policies; cooperate with colleagues; customer service; ethics; food safety standards; metrology; morality,,"Position Summary... As a Cake Decorator you will drive member service in your area to deliver to our members more of what they love, for less. You will work collaboratively with other associates to ensure the total club meets the member's expectations. What you'll do... Be a Team Member: Collaborates with cross functional teams and helps educate other associates on tools, tasks, and resources; communicates and develops interpersonal skills for providing customer service; being flexible to the needs of the business; maintaining in-stock levels; and controlling shrinkage.Be an Expert: Plans the bakery productions; ensuring consistency in quality and accuracy of bakery decorative designs; following recipe measurement instructions; working with a variety of products (for example, decorating bags, tips, nozzles) to create decorative flowers and lettering on bakery items; ensuring adherence to food safety standards, sanitation guidelines, cold chain compliance, and inventory management; operating, maintaining, and sanitizing equipment; and demonstrating understanding of product and layout execution.Be a Techie: Leverages digital tools to drive sales, improve the shopping experience, and elevate associate engagement; utilizing hand held technology to make immediate business decisions related to production, merchandise ordering, training, and product quality with the member in mind; adapting to new tools and encouraging others to use them.Be an Owner: Drives the performance of the bakery area; ensuring quality and date control standards; eliminating waste; preparing for seasonal events that impact the bakery volume (for example, holidays, graduations, family events); identifying member needs; assisting members with purchasing decisions; and resolving member issues and concerns.Be a Talent Ambassador: Being a brand advocate by valuing the member's experience in Bakery and modeling high quality service and products; interacting with associates to understand the roadblocks and assisting in training; developing, influencing and inspiring them for working in a style that is respectful, supportive and team oriented.Complies with company policies, procedures, and standards of ethics and integrity by implementing related action plans; using the Open Door Policy; and applying these in executing business processes and practices.Completes work assignments and priorities by using policies, data, and resources; collaborating with managers, co-workers, customers, and other business partners; identifying priorities, deadlines, and expectations; carrying out tasks; communicating progress and information; determining and recommending ways to address improvement opportunities; and adapting to and learning from change, difficulties, and feedback. Minimum Qualifications... Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications. Minimum Qualifications6 Months' Experience In Fresh Production Area. Must be 18 years of age or older I acknowledge that the position for which I am applying requires me to successfully complete all job required trainings and assessments within a prescribed time period if I receive the position. Preferred Qualifications... Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications. Cake Decorating Primary Location... 6760 WESTWORTH BLVD, WESTWORTH VILLAGE, TX 76114-4002, United States of America"
3906258116,Clinical Coordinator,DaVita Kidney Care,italian; manage time; metrology; renal diseases; resuscitation; statistics,italian; manage time; metrology; renal diseases; resuscitation; statistics,,"196 West north Ave, Villa Park, Illinois, 60181-1226, United States of America INTERNAL CANDIDATE DaVita is seeking a Clinical Coordinator who is looking to give life in an outpatient dialysis center. You can make an exceptional difference in the lives of our patients and their families dealing with end-stage renal failure or chronic kidney disease. Do you desire to deliver care in an empathetic, compassionate way - the way you'd want your own care to be? If you haven't considered Nephrology before, read on as we think that you should. DaVita – which is Italian for ""giving life"" – is working to provide quality service to patients, partners, and teammates. Our mission is to be the Provider, Partner, and Employer of Choice. Some details about this position: At least 6 months dialysis experience is required.Coordinate ESRD patient care and services (trend lab values, track metrics on vital signs, weight, outcome management, etc.) Ensure you and your clinical team are delivering the highest level of care to our patients by ensuring their safety, comfort, and well-being.Training may take place in a facility or a training clinic other than your assigned home clinicPotential to float to various clinics during and after your trainingYou must have a flexible schedule and be able to work mornings, evenings, weekends, and holidays What you can expect: Build meaningful and long term relationships with patients and their family in an intimate outpatient setting.Be a part of a team that supports and relies on each other in a positive environment. Staff RNs are a central part of a small interdisciplinary team of clinicians.Deliver care to patients who are often dealing with multiple co-morbidities which require unique treatment plans and the ability to leverage a broad range of nursing skills and knowledge.Oversee a group of patients with the support of PCTs to conduct patient observations, measuring stats and machine set up.You will work with your head, heart and hands each day in a fast paced environment. What we'll provide: DaVita Rewards package connects teammates to what matters most including: Comprehensive benefits: Medical, dental, vision, 401(k) match, paid time off, PTO cash outSupport for you and your family: family resources, EAP counseling sessions, access Headspace®, backup child and elder care, maternity/paternity leave, pet insurance, and morePaid training Requirements: Current Registered Nurse (RN) license in the state of practiceCurrent CPR certification requiredAt least 18 months of registered nursing experienceDialysis Charge RN readiness approval by Clinical Nurse Manager or RN-licensed FA/GFA requiredCertified Nephrology Nurse (CNN) or Certified Dialysis Nurse (CDN) preferredIntensive Care Unit (ICU), Critical Care Unit (CCU), Emergency Room (ER), or Medical Surgical (Med Surg) experience is preferredAssociates Degree in Nursing (A.D.N) from accredited school of nursing required; Bachelor of Science in Nursing (B.S.N) preferred; three-year diploma from accredited diploma program may be substituted for nursing degreeCurrent CPR certification requiredCompleted training approved by the medical director and the governing body as required by CMS guidelines prior to operating the water treatment systemSupervisory experience preferred; willingness, desire, and ability to supervise requiredBasic computer skills and proficiency in MS Word and Outlook required DaVita is a clinical leader! We have the highest percentage of facilities meeting or exceeding CMS's standards in the government's two key performance programs. We expect our nurses to commit to improving patient health through clinical goal setting and quality improvement initiatives. Ready to make a difference in the lives of patients? Take the first step and apply now. At DaVita, we strive to be a community first and a company second. We want all teammates to experience DaVita as ""a place where I belong."" Our goal is to embed Diversity & Belonging into everything we do in our Village, so that it becomes part of who we are. We are proud to be an equal opportunity workplace and an affirmative action employer. As such, individuals are recruited, hired, assigned and promoted without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, protected veteran status, or any other protected characteristic. Applications are accepted on an ongoing basis. Salary/ Wage Range Compensation for the role will depend on a number of factors, including a candidate’s qualifications, skills, competencies and experience and may fall outside of the range shown. DaVita offers a competitive total rewards package, which includes a 401k match, healthcare coverage and a broad range of other benefits. Learn more at https://careers.davita.com/benefits"
3889778254,OFFICE EXPANSION- ENTRY LEVEL PROFESSIONALS WANTED,"Millennium Recruiting, Inc.",communication; network marketing; prospect new customers; show entrepreneurial spirit,communication; network marketing; prospect new customers; show entrepreneurial spirit,,"Our immense growth this year is a culmination of our focus on our clients, our empowerment of our employees, and our commitment to our customers. Our services are not limited to any client size or type. We have actualized our founder’s vision that with a consultative client approach and personalized customer interactions, we can promote any type of product in any market. We have developed a comprehensive program geared towards career development that will give you the tools you need to evolve into a leader on our team. Training is paid and emphasizes intangible leadership skills while you master the entry level sales and marketing. PRIMARY DUTIES: Become an expert in the industries we represent through extensive product trainingDrive direct marketing efforts by prospecting new customers in your assigned territorySet aggressive individual and team goals to increase revenue for our clientsDistinguish and identify opportunities to promote and sell productsAdapt to changing environments and embrace obstacles REQUIREMENTS: 0 - 3 years of experience in sales and/or hospitalityOutstanding communication skills both written and verbalGoal oriented and eager to learnAbility to excel both independently and collaborativelyPositive attitude with professional demeanorStrong business acumen WE OFFER: In depth trainingNetworking opportunitiesBonuses and merit based rewardsTeam environmentTravel opportunities Candidates with the following experience are encouraged to apply today: General Labor, Construction, Home Improvement, Labor, Labor and Development Operations, Field Construction, Telecom Construction, Construction Management or Construction Experience"
3902834206,Customer Service Specialist,IsoTalent,acoustics; application process; customer service; history,acoustics; application process; customer service; history,,"Employee Benefits Account Manager Are you ready to make a meaningful impact in the insurance industry while enjoying competitive pay and incredible benefits? Look no further! Our client is seeking a proactive and personable full-time Employee Benefits Account Manager to join their team in Modesto, CA. With a salary range of $45,000 to $60,000 per year and a comprehensive benefits package, including a 401(k) with a 3% match (after 1 year of employment), 2 paid Fridays off per month, 18 paid holidays per year, PTO, 90% company-paid health insurance for employees (50% paid for dependents), and 100% company-paid vision, dental, and life insurance, this is an opportunity you won't want to miss! Dive into a fulfilling career where your skills and dedication are valued. Apply to be an Employee Benefits Account Manager today! OUR CLIENT: With a rich history spanning over 95 years, our client is a full-service insurance agency that is dedicated to fostering a supportive team environment and a close-knit culture. As they continue to expand, they seek talented individuals to join their team and help them achieve their goals. They offer abundant opportunities for career advancement and growth as well as amazing benefits like health, dental, paid time off, paid vacation, and more! Join and become part of a dynamic team where your talents are valued and nurtured! THE ROLE: Our client offers a hybrid work model, allowing for flexible in-office presence based on the company's policy, which includes 2 paid Fridays off per month. As an Employee Benefits Account Manager, you start your day by enrolling new members and ensuring their journey is seamless. As the day unfolds, you handle claims with precision, working closely with members to resolve any issues promptly. Collaboration is key as you add or delete employees based on client requirements, ensuring their satisfaction at every step. Your role is crucial in supporting the sales team as you contribute to the marketing, quoting, and renewal processes. With a hybrid work model offering flexibility, your day may vary between in-office and remote tasks, allowing for a balanced lifestyle. If this sounds like a good fit for you, and you meet the following requirements, apply today! WHAT YOU NEED TO BE SUCCESSFUL: 1+ years of experience in insurance sales or customer service, preferably in property and casualty insuranceProficiency in Microsoft Office Suite and other relevant software applicationsA proactive and forward-thinking personality with excellent time management skillsA proven track record of meeting and exceeding sales targetsStrong client-facing skills and the ability to work effectively with sales teams and clients Ready to take the next step? Don't wait any longer! Our client's initial application process is quick and easy, taking just 3 minutes on your mobile device. Join a team that values your skills and offers a supportive work environment. Apply now to be an Employee Benefits Account Manager and start your journey with them!"
3889420811,Product Development Specialist,The Reynolds and Reynolds Company,assume responsibility; communication; project management,assume responsibility; communication; project management,,"As a Product Development Specialist, you will be part of a team working with internal and external resources to create, manage and revise industry-leading forms used in the motor vehicle and power sports dealer finance markets. You will be responsible for simultaneously managing multiple form projects, focusing on analysis, development, process, and communication to other teams. In this role, it is essential that you are able to summarize and communicate technical information effectively and drive positive project results across the Document Services department. Requirements: Bachelor's degree, paralegal degree, or equivalent experience required Previous project management experience required Strong organizational and time management skills Strong writing and overall communication skills Experience in a financial institution with lending documentations or dealership F&I experience is a plus Benefits: Our associates receive medical, dental, vision, and life insurance. We also offer company contributions to your HSA, 6% match on 401(k), and a work/life balance with paid time off. At our Dayton office, you can take advantage of our great training programs and facility amenities, including onsite dining, onsite medical center, and our fitness center. We also offer a wide variety of sports and social leagues to participate in after work, along with volunteering initiatives through our Associate Foundation. Reynolds and Reynolds promotes a healthy lifestyle by providing a non-smoking environment. Reynolds and Reynolds is an equal opportunity employer."
3902747950,Part Time Firearms Sales Outfitter,Cabela's,application process; assist customers; company policies; customer service; move objects; perform cleaning duties; pregnancy; product comprehension; provide information,application process; assist customers; company policies; customer service; move objects; perform cleaning duties; pregnancy; product comprehension; provide information,,"POSITION SUMMARY: The Sales Outfitter - Firearms is responsible for maintaining Counter Sales and Customer Service for Firearms along with Floor and Counter Sales of other Hunting Merchandise. They perform various selling/customer service activities, to include greeting and acknowledging all customers in a prompt and friendly manner, handling merchandise with care, providing information, assistance and direction to customers. ESSENTIAL FUNCTIONS: Supports a strong commitment to world class customer service and ensures a pleasant and productive shopping experience for all customers. Provides a legendary experience for every customer, every time by assisting customers in making buying decisions by:Identifying and evaluating customers’ needs,Making product recommendations based off of this analysis,Promoting programs including, but not limited to CLUB membership, VOC and IN Store Pick up. Insures 4473 Forms are completed thoroughly and accurately.Obtains the ability to demonstrate product to customers.Organizes and maintains Merchandise within the retail Store for Sales at Gun Counter Responsibility.Replenishes product on shelves as required per merchandising guidelines.Remains product “expert” through ongoing product knowledge training.Remains knowledgeable of advertised sales; maintains pricing and signing.Assists with Seasonal Floor merchandise moves.Keeps work area clean, neat and well stocked with supplies.Follows all company policies and procedures.ALL OTHER DUTIES AS ASSIGNED EXPERIENCE/QUALIFICATIONS: Minimum Degree Required: High School Diploma or equivalentExperience: 0-2 years of experience in RetailMust be 21 years of age or older KNOWLEDGE, SKILLS, AND ABILITY: Knowledge and Experience Product knowledge of Firearms and AmmunitionKnowledge in ATF Federal and State RegulationsCustomer Service and Sales of Firearms and AmmunitionGCAAbility to Merchandise and Stock Merchandise TRAVEL REQUIREMENTS: N/A PHYSICAL REQUIREMENTS: Constantly stand and/or walk during shiftOccasionally ascend or descend ladders, stairs, ramps, etc.Constantly communicate with others to exchange informationOccasionally repeat motions that may include the wrists, hands and/or fingersOccasionally operate machinery and/or power toolsOccasionally operate motor vehicles or heavy equipmentLight work that includes moving objects up to 20 pounds constantly, may occasionally move and lift objects up to 100 pounds or more (utilizing a team lift as needed)Occasionally work in tight and confined spacesOccasionally work in noisy environments INDEPENDENT JUDGEMENT: Performs tasks and duties under general supervision, using established procedures and innovation. Chooses from limited alternatives to resolve problems. Occasional independent judgment is required to complete work assignments. Often makes recommendations to work procedures, policies, and practices. Part Time Benefits Summary: Enjoy discounts on retail merchandise, our restaurants, world-class resorts and conservation attractions! DentalVisionVoluntary benefits401k Retirement SavingsPaid holidaysPaid vacationBass Pro Cares FundAnd more! Bass Pro Shops is an equal opportunity employer. Hiring decisions are administered without regard to race, color, creed, religion, sex, pregnancy, sexual orientation, gender identity, age, national origin, ancestry, citizenship status, disability, veteran status, genetic information, or any other basis protected by applicable federal, state or local law. Reasonable Accommodations Qualified individuals with known disabilities may be entitled to reasonable accommodation under the Americans with Disabilities Act and certain state or local laws. If you need a reasonable accommodation for any part of the application process, please visit your nearest location or contact us at hrcompliance@basspro.com. Cabela's"
3902739506,Outside Sales Representative,Guidant Measurement,business intelligence; cooperate with colleagues; customer service; marketing management; metrology; pricing strategies; quality standards; sales activities; think creatively,business intelligence; cooperate with colleagues; customer service; marketing management; metrology; pricing strategies; quality standards; sales activities; think creatively,,"This role will actively promote and sell to a direct customer base Measurement Solutions products, parts, and service as well as any and all distributed products in the assigned territory. To understand, develop and maintain customer relationships as they relate to the products and services provided out of the operation. Performance objectives are established to increase revenues in the territory while maintaining quality standards, productivity, and profitability through performance goals of the department set by the Company. This position is directly accountable to the area Commercial Manager but will act on its own authority as needed with minimal supervision required for daily sales activities. Failure to perform will have a negative impact on operation goals, loss of repeat sales and/or a negative effect on the Company’s image and credibility. ResponsibilitiesPromote the company via direct sales efforts to the customer base with the objective of increasing market share for both new product sales and for service of installed equipment. Capable of calling on all levels of decision makers within customer organizations including engineering, operations, procurement and field technicians.Develop and implement short term and long range direct and target account plans with the objective being to identify, develop and maintain key customer relationships to expand market share and presence and to meet / exceed quota assignments in the territory.Identify and recommend specific sales activities and strategies which will enhance the strength and presence of direct sales and service operation within the territory.Promote all aspects of the direct operation’s capabilities including new product sales and other distributed products, service and aftermarket, technical support, engineering and design and fabrication capabilities as they are introduced to the market.Arrange, conduct and participate in customer training and other events as needed or requested to further develop the territory. Work cooperatively with product management, engineering, field service, manufacturing and other departments to communicate and enhance business intelligence regarding product enhancements, pricing strategies, promotional plans, etc.Coordinate appropriate technical interface between customers and all departments and management levels of the company.Support the Quality improvement process. Qualifications Bachelor’s Degree in Business/Marketing Administration/Engineering and 3 years minimum sales experience or 5-7 years’ experience in Sales, Marketing, Customer Service, Field Service, or Engineering. Must possess excellent written, verbal and presentation skills. Must have a valid driver’s license. Must be willing to travel extensively. Proven Sales skills.Personal computers skills, such as Microsoft Outlook, Word and Excel. Daily travel is required."
